% load Q_glacier data 
% time (day) Q_glacier (m^3 day^-1)
1	0.00	0.00	0.00	0.00	0.00	0.00
2	0.00	0.00	0.00	0.00	0.00	0.00
3	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	0.00	0.00	0.00	0.00	0.00
5	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00
15	0.00	0.00	0.00	0.00	0.00	0.00
16	0.00	0.00	0.00	0.00	0.00	0.00
17	0.00	0.00	0.00	0.00	0.00	0.00
18	0.00	0.00	0.00	0.00	0.00	0.00
19	0.00	0.00	0.00	0.00	0.00	0.00
20	0.00	0.00	0.00	0.00	0.00	0.00
21	0.00	0.00	0.00	0.00	0.00	0.00
22	0.00	0.00	0.00	0.00	0.00	0.00
23	0.00	0.00	0.00	0.00	0.00	0.00
24	0.00	0.00	0.00	0.00	0.00	0.00
25	0.00	0.00	0.00	0.00	0.00	0.00
26	0.00	0.00	0.00	0.00	0.00	0.00
27	0.00	0.00	0.00	0.00	0.00	0.00
28	0.00	0.00	0.00	0.00	0.00	0.00
29	0.00	0.00	0.00	0.00	0.00	0.00
30	0.00	0.00	0.00	0.00	0.00	0.00
31	0.00	0.00	0.00	0.00	0.00	0.00
32	0.00	0.00	0.00	0.00	0.00	0.00
33	0.00	0.00	0.00	0.00	0.00	0.00
34	0.00	0.00	0.00	0.00	0.00	0.00
35	0.00	0.00	0.00	0.00	0.00	0.00
36	0.00	0.00	0.00	0.00	0.00	0.00
37	0.00	0.00	0.00	0.00	0.00	0.00
38	0.00	0.00	0.00	0.00	0.00	0.00
39	0.00	0.00	0.00	0.00	0.00	0.00
40	0.00	0.00	0.00	0.00	0.00	0.00
41	0.00	0.00	0.00	0.00	0.00	0.00
42	0.00	0.00	0.00	0.00	0.00	0.00
43	0.00	0.00	0.00	0.00	0.00	0.00
44	0.00	0.00	0.00	0.00	0.00	0.00
45	0.00	0.00	0.00	0.00	0.00	0.00
46	0.00	0.00	0.00	0.00	0.00	0.00
47	0.00	0.00	0.00	0.00	0.00	0.00
48	0.00	0.00	0.00	0.00	0.00	0.00
49	0.00	0.00	0.00	0.00	0.00	0.00
50	0.00	0.00	0.00	0.00	0.00	0.00
51	0.00	0.00	0.00	0.00	0.00	0.00
52	0.00	0.00	0.00	0.00	0.00	0.00
53	0.00	0.00	0.00	0.00	0.00	0.00
54	0.00	0.00	0.00	0.00	0.00	0.00
55	0.00	0.00	0.00	0.00	0.00	0.00
56	0.00	0.00	0.00	0.00	0.00	0.00
57	0.00	0.00	0.00	0.00	0.00	0.00
58	0.00	0.00	0.00	0.00	0.00	0.00
59	0.00	0.00	0.00	0.00	0.00	0.00
60	0.00	0.00	0.00	0.00	0.00	0.00
61	0.00	0.00	0.00	0.00	0.00	0.00
62	0.00	0.00	0.00	0.00	0.00	0.00
63	0.00	0.00	0.00	0.00	0.00	0.00
64	0.00	0.00	0.00	0.00	0.00	0.00
65	0.00	0.00	0.00	0.00	0.00	0.00
66	0.00	0.00	0.00	0.00	0.00	0.00
67	0.00	0.00	0.00	0.00	0.00	0.00
68	0.00	0.00	0.00	0.00	0.00	0.00
69	0.00	0.00	0.00	0.00	0.00	0.00
70	0.00	0.00	0.00	0.00	0.00	0.00
71	0.00	0.00	0.00	0.00	0.00	0.00
72	0.00	0.00	0.00	0.00	0.00	0.00
73	0.00	0.00	0.00	0.00	0.00	0.00
74	0.00	0.00	0.00	0.00	0.00	0.00
75	0.00	0.00	0.00	0.00	0.00	0.00
76	0.00	0.00	0.00	0.00	0.00	0.00
77	0.00	0.00	0.00	0.00	0.00	0.00
78	0.00	0.00	0.00	0.00	0.00	0.00
79	0.00	0.00	0.00	0.00	0.00	0.00
80	0.00	0.00	0.00	0.00	0.00	0.00
81	0.00	0.00	0.00	0.00	0.00	0.00
82	0.00	0.00	0.00	0.00	0.00	0.00
83	0.00	0.00	0.00	0.00	0.00	0.00
84	0.00	0.00	0.00	0.00	0.00	0.00
85	0.00	0.00	0.00	0.00	0.00	0.00
86	0.00	0.00	0.00	0.00	0.00	0.00
87	0.00	0.00	0.00	0.00	0.00	0.00
88	0.00	0.00	0.00	0.00	0.00	0.00
89	0.00	0.00	0.00	0.00	0.00	0.00
90	0.00	0.00	0.00	0.00	0.00	0.00
91	0.00	0.00	0.00	0.00	0.00	0.00
92	0.00	0.00	0.00	0.00	0.00	0.00
93	0.00	0.00	0.00	0.00	0.00	0.00
94	0.00	0.00	0.00	0.00	0.00	0.00
95	0.00	0.00	0.00	0.00	0.00	0.00
96	0.00	0.00	0.00	0.00	0.00	0.00
97	0.00	0.00	0.00	0.00	0.00	0.00
98	0.00	0.00	0.00	0.00	0.00	0.00
99	0.00	0.00	0.00	0.00	0.00	0.00
100	0.00	0.00	0.00	0.00	0.00	0.00
101	0.00	0.00	0.00	0.00	0.00	0.00
102	0.00	0.00	0.00	0.00	0.00	0.00
103	0.00	0.00	0.00	0.00	0.00	0.00
104	0.00	0.00	0.00	0.00	0.00	0.00
105	0.00	0.00	0.00	0.00	0.00	0.00
106	0.00	0.00	0.00	0.00	0.00	0.00
107	0.00	0.00	0.00	0.00	0.00	0.00
108	0.00	0.00	0.00	0.00	0.00	0.00
109	0.00	0.00	0.00	0.00	0.00	0.00
110	0.00	0.00	0.00	0.00	0.00	0.00
111	0.00	0.00	0.00	0.00	0.00	0.00
112	0.00	0.00	0.00	0.00	0.00	0.00
113	0.00	0.00	0.00	0.00	0.00	0.00
114	0.00	0.00	0.00	0.00	0.00	0.00
115	0.00	0.00	0.00	0.00	0.00	0.00
116	0.00	0.00	0.00	0.00	0.00	0.00
117	0.00	0.00	0.00	0.00	0.00	0.00
118	0.00	0.00	0.00	0.00	0.00	0.00
119	0.00	0.00	0.00	0.00	0.00	0.00
120	0.00	0.00	0.00	0.00	0.00	0.00
121	0.00	0.00	0.00	0.00	0.00	0.00
122	0.00	0.00	0.00	0.00	0.00	0.00
123	0.00	0.00	0.00	0.00	0.00	0.00
124	201.31	120.21	148.24	164.25	104.18	224.01
125	261.39	178.23	223.67	206.83	160.63	285.82
126	196.61	119.09	144.28	162.06	100.92	221.44
127	283.33	199.30	247.51	225.96	182.31	307.16
128	209.72	130.92	160.25	171.42	111.78	235.68
129	219.06	138.93	168.30	180.43	120.14	244.67
130	283.80	197.95	242.78	229.62	180.52	308.02
131	220.85	140.27	169.53	182.64	121.82	246.15
132	279.92	196.40	240.42	226.53	178.60	304.59
133	198.52	120.70	144.90	165.19	102.17	223.90
134	476.52	387.32	476.71	377.40	367.77	503.02
135	583.52	489.43	586.81	476.10	471.12	609.35
136	291.33	211.37	247.90	245.78	189.25	320.55
137	345.34	260.87	308.07	288.81	239.02	374.36
138	277.75	196.45	231.50	233.53	175.67	305.55
139	309.88	228.53	266.85	262.62	206.44	339.20
140	295.45	214.37	251.10	249.41	191.48	325.47
141	296.46	215.05	251.89	250.31	191.64	326.97
142	315.03	232.79	271.40	267.20	208.76	346.25
143	328.78	241.96	284.41	276.57	221.59	356.08
144	430.00	337.68	399.44	358.75	318.03	456.47
145	590.67	487.81	592.14	476.18	472.74	612.59
146	269.53	192.16	225.03	227.23	170.76	297.19
147	7025.76	4095.47	4734.98	6316.01	4916.17	5893.12
148	19357.55	13251.71	14860.24	17584.03	12532.88	20220.53
149	31890.35	27758.61	28969.87	30763.46	25478.36	34436.22
